Date,WECC,CA,GB,PNW,RM,SW
1980-01-01,104593.05,38507.77,12586.23,24340.21,13557.77,16567.95
1980-01-02,108800.98,40273.65,13204.76,26062.7,14038.98,17551.85
1980-01-03,110798.56,40687.43,13354.41,27249.92,14512.6,18235.76
1980-01-04,112635.19,41109.49,13245.75,28093.94,14386.77,18231.21
1980-01-05,107661.54,38730.3,12999.35,26221.58,13957.82,16595.96
1980-01-06,108734.46,38513.21,12997.38,30199.99,13947.47,16332.87
1980-01-07,117123.51,41540.28,13611.46,32375.57,15330.71,17506.91
1980-01-08,117743.47,40946.43,13687.35,31629.67,15295.07,17383.78
1980-01-09,118223.38,41261.58,13399.38,32186.03,14993.16,17414.71
1980-01-10,115433.81,40735.39,13238.52,32110.49,14470.97,16747.61
1980-01-11,116738.31,41083.41,13750.97,30699.71,14619.96,17455.3
1980-01-12,110694.1,39114.84,13338.65,29005.15,14338.87,16188.72
1980-01-13,106354.63,39354.27,12847.61,25645.61,13284.26,15793.88
1980-01-14,110898.28,41516.88,12948.24,26946.09,13557.9,17113.2
1980-01-15,109100.66,40360.33,12906.39,27632.21,13433.83,17163.57
1980-01-16,111706.52,40839.47,13056.49,27715.19,13746.75,17354.25
1980-01-17,110253.44,40823.86,13136.77,27841.36,13955.82,17311.98
1980-01-18,112901.41,40866.44,13285.94,31041.11,13972.41,17227.02
1980-01-19,111279.37,39925.01,13495.45,29026.78,13959.65,16545.42
1980-01-20,112828.32,40428.06,13600.48,27949.48,14740.02,17199.06
1980-01-21,115435.7,42113.58,13628.72,28918.4,14837.14,17814.3
1980-01-22,113561.01,41276.07,13346.26,28721.9,14564.56,17865.22
1980-01-23,113522.4,40894.32,13451.07,27741.06,14849.63,18728.66
1980-01-24,110708.91,40566.31,13429.79,27029.82,14158.91,18560.67
1980-01-25,111827.27,40783.81,13157.72,29337.92,13954.7,18396.73
1980-01-26,112233.08,38983.81,13226.45,32302.34,14784.23,16771.99
1980-01-27,116322.19,39163.41,13493.41,33662.94,15222.68,16946.28
1980-01-28,121185.85,42002.37,13939.98,35147.91,15522.9,17519.32
1980-01-29,122073.87,42049.07,13974.15,35384.24,15997.39,17381.65
1980-01-30,120920.66,42856.01,13964.01,34080.96,15274.9,16970.82
1980-01-31,118878.7,41616.98,13894.25,32106.5,15469.37,17197.82
1980-02-01,113372.55,40155.88,13416.05,29793.0,14546.24,16527.63
1980-02-02,103336.4,37321.84,12642.81,24547.47,13484.67,16130.91
1980-02-03,101915.54,37270.84,12434.95,23574.68,13295.21,16041.24
1980-02-04,105533.44,39710.03,12477.41,25875.26,13222.24,16288.71
1980-02-05,106711.57,39334.51,12666.66,27031.07,13671.85,16337.21
1980-02-06,107833.13,39702.61,12765.21,26136.88,13838.02,16377.33
1980-02-07,105040.3,38093.05,12836.63,25744.01,13731.95,16540.83
1980-02-08,107394.41,38395.72,13031.79,26127.63,14757.77,17086.75
1980-02-09,104691.64,37769.04,12898.51,25086.49,14218.78,16566.01
1980-02-10,105271.14,37713.4,12772.74,25570.97,13840.6,16732.67
1980-02-11,109270.81,40262.28,12881.85,27824.43,14153.78,17838.18
1980-02-12,110062.92,40629.71,12871.58,28223.16,14410.19,17417.2
1980-02-13,109339.43,40672.89,12801.88,28501.42,13938.82,16637.64
1980-02-14,111326.68,40082.65,12894.63,31588.04,14025.54,16376.03
1980-02-15,113696.55,40009.28,12693.2,31350.62,14310.04,16251.69
1980-02-16,108077.2,37706.55,12528.29,28605.96,14216.08,15813.83
1980-02-17,105952.88,39467.68,12503.81,25333.08,13847.27,15503.29
1980-02-18,100515.4,37335.78,11757.01,23853.38,13046.88,15869.06
1980-02-19,105384.58,39911.68,12426.04,24488.42,13148.87,16559.43
1980-02-20,105066.33,39634.59,12548.26,25433.4,13170.54,16280.77
1980-02-21,107370.7,40181.27,12709.51,27052.15,13384.07,16672.88
1980-02-22,107110.05,39752.45,12700.46,27207.71,13320.68,16701.76
1980-02-23,103828.83,38227.42,12664.82,24479.13,13350.93,16159.68
1980-02-24,102937.22,37909.32,12581.76,23987.22,13426.18,16033.22
1980-02-25,106744.27,39410.7,12657.9,25288.88,13762.84,16443.25
1980-02-26,104936.99,39205.34,12454.97,24228.3,13592.41,16248.9
1980-02-27,103335.81,39292.97,12266.33,23079.97,13221.25,16264.51
1980-02-28,102952.27,39450.19,12216.75,23466.83,12951.96,16301.27
1980-02-29,104354.44,39696.91,12489.13,25197.81,13462.84,16123.46
1980-03-01,99587.54,36795.94,11984.48,21881.74,13794.11,16011.18
1980-03-02,99147.24,37369.6,11909.13,21990.48,13250.87,15490.7
1980-03-03,101900.58,39147.45,12168.01,23320.13,12925.47,16292.63
1980-03-04,103041.24,38884.04,12188.39,24549.32,13219.93,16059.72
1980-03-05,103980.56,38699.4,12159.79,27124.38,13752.9,16299.47
1980-03-06,105578.95,39512.48,12148.78,27441.56,13426.15,16286.53
1980-03-07,104049.91,39009.2,12361.61,26153.35,13115.22,15975.06
1980-03-08,100429.92,37546.15,12228.2,22700.55,12990.35,15830.73
1980-03-09,99415.89,36970.04,12076.49,23161.27,12996.7,15840.45
1980-03-10,103791.38,38693.78,12151.05,24129.38,13182.61,16184.2
1980-03-11,102216.11,38842.04,12054.88,25249.49,12888.82,15943.57
1980-03-12,103135.51,38073.79,12355.22,26292.47,12857.46,16242.24
1980-03-13,105783.22,38952.59,12508.36,25515.12,13536.52,16312.87
1980-03-14,104023.97,38818.99,12179.41,25649.51,13049.28,16422.57
1980-03-15,100826.87,36790.14,11847.16,24702.58,12449.02,16208.44
1980-03-16,100996.92,36553.85,12190.93,25367.33,12580.27,15826.07
1980-03-17,105764.75,38605.73,12565.72,25539.0,13869.2,16236.47
1980-03-18,104615.53,38974.47,12496.67,24831.91,13395.25,16320.48
1980-03-19,102729.61,37822.09,12245.09,25030.73,12906.63,16141.93
1980-03-20,103095.85,38783.98,12206.61,24027.58,12873.75,16274.77
1980-03-21,102177.79,38098.78,12142.15,24561.16,12932.79,16363.44
1980-03-22,97946.85,36726.98,12153.18,22399.35,12474.67,15536.88
1980-03-23,98532.24,36078.28,12063.29,23064.89,12779.4,15601.92
1980-03-24,103176.08,38417.59,12335.18,25804.09,13370.3,16369.85
1980-03-25,102724.92,38052.49,12339.56,26067.33,13124.42,16193.98
1980-03-26,103408.04,39777.73,12340.19,25362.52,13033.8,16297.85
1980-03-27,103388.47,38220.92,12363.89,25322.26,13143.36,16059.65
1980-03-28,103035.74,38384.89,12403.93,25460.66,13264.22,16228.46
1980-03-29,98972.23,36225.37,12013.53,22356.61,13289.62,15755.21
1980-03-30,99995.36,36360.67,11882.79,23659.13,13074.89,15845.41
1980-03-31,102306.99,37253.91,12606.05,25484.39,13180.91,16159.42
1980-04-01,101169.69,37660.89,12230.73,24135.36,13266.58,16261.7
1980-04-02,99912.15,37554.76,12079.08,23838.68,13429.7,15962.52
1980-04-03,100196.13,38373.33,12068.12,23492.0,13330.54,16167.88
1980-04-04,100430.63,38586.41,11956.51,22355.75,13122.47,16466.82
1980-04-05,96447.59,36467.81,11631.36,20060.04,12278.7,16770.0
1980-04-06,97612.86,36508.27,11615.17,21772.29,12064.16,16415.45
1980-04-07,101865.03,37633.87,12041.39,24404.52,12406.25,17231.37
1980-04-08,102645.76,38573.6,12102.36,22782.82,13051.64,16999.88
1980-04-09,102481.51,39205.78,11966.5,22104.66,12622.11,17663.61
1980-04-10,102179.45,38203.93,11860.82,23184.19,12246.01,18529.26
1980-04-11,101941.7,38805.88,12145.89,23044.71,12426.42,18875.4
1980-04-12,97894.04,37690.51,11793.92,19345.27,12494.35,16849.82
1980-04-13,96806.71,37358.69,11868.06,19008.9,12507.51,16582.63
1980-04-14,99862.42,39224.08,12015.91,20868.99,12584.89,16622.43
1980-04-15,100906.23,38493.31,11946.17,22351.29,12096.34,17455.77
1980-04-16,102184.46,39858.17,12086.83,21479.72,12052.96,18684.11
1980-04-17,106439.29,43076.0,12402.49,20843.81,12106.03,19353.51
1980-04-18,105283.95,40333.96,13050.29,20644.28,11945.74,20108.97
1980-04-19,102909.4,39069.64,13106.4,19496.96,11619.23,20657.23
1980-04-20,104403.0,39162.58,13670.49,19517.34,11768.97,21535.46
1980-04-21,104145.27,37890.33,13677.36,21617.31,12518.15,21820.08
1980-04-22,100394.96,37768.25,12345.4,20659.21,12565.07,19479.88
1980-04-23,98817.8,38683.04,11808.97,20949.99,12035.56,16642.27
1980-04-24,97367.02,38272.6,11655.0,21441.06,12153.38,16079.92
1980-04-25,98351.14,38084.46,11879.1,21497.06,12185.63,16847.73
1980-04-26,96046.65,36713.34,12100.45,19082.03,11881.58,17559.33
1980-04-27,98194.38,37231.21,12544.99,19679.12,11723.86,18768.45
1980-04-28,105053.64,39413.86,13097.82,21277.06,11867.05,19711.14
1980-04-29,101096.07,38059.83,13189.95,21924.66,12095.37,18274.93
1980-04-30,98162.97,37987.53,11928.54,22168.44,11994.17,16323.17
1980-05-01,98888.09,38845.11,12119.51,20843.03,11943.39,16673.28
1980-05-02,101709.38,39386.77,12791.07,20851.52,11868.64,18361.95
1980-05-03,100654.0,39000.68,12923.52,19048.62,11509.65,19018.52
1980-05-04,104416.8,39927.24,13494.5,19964.07,11651.05,19981.24
1980-05-05,110451.32,41620.91,14042.77,21637.84,12165.96,21976.8
1980-05-06,107817.19,40594.79,14074.04,20858.46,12128.99,21164.03
1980-05-07,106873.29,40393.56,13365.29,20347.48,12012.37,21988.18
1980-05-08,102648.35,38447.32,12930.2,20340.02,11929.75,20523.64
1980-05-09,101940.87,38319.75,12735.29,20737.45,11785.92,19899.43
1980-05-10,97329.9,36699.67,11775.22,19301.14,11472.73,19361.34
1980-05-11,95809.89,36608.75,11584.49,19141.58,11557.36,18039.71
1980-05-12,97778.4,37987.83,11789.46,20588.75,11725.67,17084.31
1980-05-13,99390.09,38331.79,12177.43,20617.3,11817.92,17624.39
1980-05-14,101330.79,38594.76,12335.75,20647.39,11785.91,19015.33
1980-05-15,100625.04,38295.51,12345.98,20715.79,11993.49,18797.48
1980-05-16,101469.74,39008.39,12515.62,20454.85,11917.7,18812.66
1980-05-17,102071.44,39427.88,12661.73,19193.87,11543.71,19727.78
1980-05-18,105815.11,41942.77,12809.94,19430.08,11629.29,20761.67
1980-05-19,112854.98,45262.32,13987.94,20625.44,12083.32,22135.05
1980-05-20,116347.82,46591.43,14908.52,20774.3,12242.53,23768.05
1980-05-21,116527.76,44122.0,15959.51,20824.23,12791.94,24211.55
1980-05-22,110454.87,39137.34,16382.67,20783.68,13291.99,23120.74
1980-05-23,103795.66,38039.06,14229.04,21146.48,13409.63,20191.49
1980-05-24,97898.56,36504.75,11695.67,19463.14,12331.89,20365.82
1980-05-25,95245.04,36330.03,11664.8,19599.13,11821.09,16645.76
1980-05-26,94934.81,36536.07,11288.35,20393.7,11379.59,17344.05
1980-05-27,101028.49,38121.1,12179.96,20944.09,12910.46,19049.53
1980-05-28,101272.5,37968.64,12490.16,20348.58,12861.86,19266.79
1980-05-29,101538.55,37973.63,12573.45,20193.49,13042.3,19582.06
1980-05-30,102501.19,38693.66,12758.87,20259.19,12093.8,20349.59
1980-05-31,98850.16,36862.2,12520.6,19353.29,11951.95,20648.24
1980-06-01,101990.92,37696.89,13270.73,19967.6,11895.28,21432.18
1980-06-02,105806.46,39792.66,13259.44,21001.58,12889.94,20923.6
1980-06-03,106193.13,39269.7,13258.31,20439.03,13519.04,22838.1
1980-06-04,108318.42,39867.13,13697.38,20294.27,14310.46,23808.0
1980-06-05,110911.28,40494.12,14008.28,20439.55,14551.41,24959.57
1980-06-06,110156.17,39488.12,13838.91,20441.84,14594.19,25358.76
1980-06-07,106544.49,38829.02,13366.38,19468.58,13638.01,25169.72
1980-06-08,112963.85,41329.72,14725.25,20363.13,12367.62,26609.12
1980-06-09,122127.01,45267.26,16178.92,21472.38,13041.89,28874.81
1980-06-10,125045.88,46199.74,16832.11,20791.56,14181.66,29107.94
1980-06-11,122125.59,42506.82,17347.36,20759.54,15289.12,28238.92
1980-06-12,119758.17,41375.73,16420.07,20687.02,15279.4,27688.95
1980-06-13,117101.6,40868.24,14954.0,20537.19,15645.64,28080.56
1980-06-14,112244.8,39827.94,14808.78,19418.42,14439.71,27390.84
1980-06-15,113341.05,42611.01,13935.01,19614.02,14370.19,26481.81
1980-06-16,124220.08,47701.69,15680.31,21985.27,13452.06,28640.91
1980-06-17,128418.36,48770.72,17114.36,21152.18,14637.5,30502.6
1980-06-18,132027.28,47899.03,17757.34,21042.02,15312.63,30534.24
1980-06-19,129044.76,45459.85,17975.12,21811.67,15464.11,29983.65
1980-06-20,127119.37,45201.45,17447.6,22508.1,14395.2,29339.4
1980-06-21,123762.48,42518.14,17611.36,21647.88,14144.03,28918.15
1980-06-22,122375.1,42069.93,17321.69,20727.14,14645.96,28779.96
1980-06-23,126982.91,44107.8,17943.84,20933.16,16176.24,29340.87
1980-06-24,124624.42,43471.23,16672.16,20899.63,16797.26,29240.37
1980-06-25,126666.02,43146.29,17388.05,21092.8,17155.36,30733.95
1980-06-26,131768.51,45813.04,17998.7,20638.91,17148.11,32216.93
1980-06-27,136718.3,52955.42,17502.6,20720.6,16920.13,32355.95
1980-06-28,136452.19,53956.53,16916.14,19820.06,15093.27,32165.53
1980-06-29,143968.13,57791.4,18114.65,20709.89,15248.51,32839.34
1980-06-30,147632.3,58048.18,19165.68,21358.05,17040.73,32926.08
1980-07-01,139907.4,52812.8,18303.7,22988.96,16922.69,30338.76
1980-07-02,132510.8,51195.34,16929.7,23615.02,15153.1,28234.46
1980-07-03,130790.83,48250.04,16668.09,22336.75,15646.99,30617.84
1980-07-04,125078.82,44462.53,16404.63,19949.9,15229.75,30400.61
1980-07-05,132048.91,47095.04,17789.03,19846.09,16322.41,31566.83
1980-07-06,133396.85,48064.3,18050.71,20294.98,16637.04,31076.95
1980-07-07,138786.06,51004.8,18838.41,23622.05,17549.82,29836.8
1980-07-08,133477.53,48045.22,17465.81,24465.2,16379.59,30766.4
1980-07-09,135801.74,46804.58,18461.9,24626.06,17062.26,31345.72
1980-07-10,139217.47,50007.91,19018.97,22556.29,17637.22,31956.83
1980-07-11,143629.56,54707.86,18986.42,21523.46,16949.67,32461.79
1980-07-12,139224.5,52915.81,19022.47,20670.57,15977.22,31494.79
1980-07-13,129780.73,47001.47,18203.3,21141.37,15579.32,28449.76
1980-07-14,131264.58,48003.34,17758.6,22702.68,16012.28,30121.35
1980-07-15,140755.52,53290.36,17977.41,22329.57,16067.58,31782.39
1980-07-16,150260.78,59047.04,19033.1,22836.36,16835.32,33485.65
1980-07-17,155407.24,62202.87,19749.78,22983.02,17139.29,33740.61
1980-07-18,150482.73,57052.11,19567.58,23064.86,17737.98,33411.81
1980-07-19,139029.27,49769.58,19375.62,22333.62,16040.87,31818.96
1980-07-20,136288.51,50958.16,18364.48,22704.55,15609.1,30646.64
1980-07-21,148542.3,55013.16,19732.13,26195.87,16009.39,31655.16
1980-07-22,153591.89,59423.11,20409.79,27374.19,16775.39,31328.86
1980-07-23,156713.48,63271.12,20890.63,25431.25,17128.15,30966.6
1980-07-24,153665.08,62773.39,20595.98,23608.3,16916.15,31833.47
1980-07-25,155641.4,62839.68,20596.14,24320.95,16511.04,32742.5
1980-07-26,154218.29,63421.89,20204.64,23765.65,15570.97,32055.47
1980-07-27,153078.93,61170.56,19438.13,24822.8,15317.84,32516.92
1980-07-28,162321.33,66509.8,20258.82,26386.92,16767.23,33189.66
1980-07-29,161929.55,66910.07,20479.71,24759.51,17901.51,32685.95
1980-07-30,156547.93,66722.37,19305.24,23403.1,17429.23,31239.64
1980-07-31,155795.92,66146.26,19477.43,23692.48,17118.31,31724.42
1980-08-01,157006.52,65611.79,19233.46,24347.26,17491.7,32384.94
1980-08-02,151037.95,62172.53,18897.28,23036.82,16243.87,31593.97
1980-08-03,146346.15,59356.57,19599.64,21036.21,16026.28,30738.63
1980-08-04,143482.86,57646.48,18062.78,22163.68,16364.45,30176.74
1980-08-05,136166.27,51125.15,18571.37,22656.22,16842.06,29610.96
1980-08-06,139071.44,52005.09,19058.77,21752.41,17224.75,30104.82
1980-08-07,146578.06,55706.87,18965.75,22701.92,17305.86,32295.26
1980-08-08,151795.66,59346.08,19535.91,23552.42,17313.58,32790.84
1980-08-09,146325.83,57897.12,19708.67,22863.8,15540.04,31203.34
1980-08-10,147668.58,58347.71,18964.08,23802.58,16193.08,30879.71
1980-08-11,155244.69,62535.38,19641.7,25206.06,17011.1,32220.25
1980-08-12,154855.63,62247.28,20460.77,24882.51,16816.46,31341.95
1980-08-13,147357.89,59303.05,19810.62,23813.49,16920.97,27826.67
1980-08-14,136485.0,51341.98,18870.86,23765.88,15921.38,27094.09
1980-08-15,126243.48,45823.93,17619.24,22044.57,14624.97,26836.26
1980-08-16,120356.76,44979.91,15675.18,20517.16,14038.33,26478.35
1980-08-17,121500.94,44984.54,16123.3,21671.59,13875.74,26643.88
1980-08-18,130475.24,47859.78,17540.82,21995.98,15759.75,28196.63
1980-08-19,122410.51,43133.86,16045.7,21555.13,15714.56,27200.07
1980-08-20,120564.85,46076.26,15129.06,21964.9,14962.98,25508.04
1980-08-21,127250.95,49442.66,16790.26,21807.31,14046.88,27885.95
1980-08-22,132240.99,49879.38,17649.08,22005.1,15882.21,28520.27
1980-08-23,123493.23,43611.36,17106.84,21702.56,15415.96,25980.68
1980-08-24,119753.88,44934.06,16770.22,21775.11,14756.7,22612.76
1980-08-25,123633.89,47993.23,16728.35,21725.72,14829.76,25473.65
1980-08-26,126569.95,49262.96,16324.55,22160.24,14402.19,27298.01
1980-08-27,129818.08,50789.1,16930.37,21595.25,14050.34,27602.77
1980-08-28,127538.01,48486.19,16808.16,20810.24,14849.02,27824.28
1980-08-29,127099.03,47510.65,16582.06,20593.46,15607.98,28031.46
1980-08-30,124251.35,47143.92,15516.74,19778.84,14307.05,27516.68
1980-08-31,120115.2,46102.82,14724.19,20072.73,12702.94,27762.48
1980-09-01,112712.32,42442.72,14022.24,20194.43,13015.5,25536.36
1980-09-02,122884.93,46861.16,16288.39,21583.75,14790.76,26557.54
1980-09-03,126681.66,47925.03,16923.0,20723.3,15577.13,26809.62
1980-09-04,125300.91,48246.37,16023.14,21681.29,15207.56,26235.22
1980-09-05,130769.16,51048.66,16840.72,22919.85,15480.51,25666.08
1980-09-06,130654.24,49711.38,17336.57,23129.51,15075.94,25400.84
1980-09-07,123904.86,46055.99,16707.08,22215.97,14493.42,25199.95
1980-09-08,117276.2,42883.38,14883.86,21657.75,15095.44,25313.09
1980-09-09,118825.44,43943.71,15333.89,23337.22,13717.66,24398.93
1980-09-10,118085.27,45195.31,15140.66,24036.21,13638.84,22613.57
1980-09-11,117494.91,44230.14,14206.04,23326.37,13556.57,23184.47
1980-09-12,119622.51,46562.25,14427.92,21998.22,13800.32,23236.61
1980-09-13,114439.79,44926.84,14432.56,19962.31,12718.71,23087.6
1980-09-14,108792.24,39195.69,14189.33,19770.49,13135.98,23859.62
1980-09-15,116456.32,41728.91,14731.3,21551.96,14311.14,24747.55
1980-09-16,120982.84,45284.87,15032.19,21757.21,14349.04,25650.93
1980-09-17,127526.74,51721.27,15379.03,22099.63,13247.76,26815.09
1980-09-18,133741.69,54904.23,16541.78,21473.97,14258.95,27524.48
1980-09-19,127672.93,48342.14,16460.96,21147.66,14646.38,28407.57
1980-09-20,114102.63,41086.74,13493.21,19950.12,14160.39,26821.92
1980-09-21,109662.91,40643.04,13408.18,19395.61,12495.61,24997.81
1980-09-22,110559.66,42330.69,12865.43,20729.5,13161.35,23760.03
1980-09-23,113555.97,44919.03,13170.43,21134.2,12291.25,23262.77
1980-09-24,117662.23,48058.63,13549.31,20771.31,12447.38,23847.24
1980-09-25,121185.23,50226.99,14219.79,21106.47,12350.32,24729.18
1980-09-26,123280.19,51158.34,14863.79,21321.74,12836.62,24655.55
1980-09-27,116127.71,45497.77,14929.43,20803.68,12464.24,23046.8
1980-09-28,115726.92,45001.1,14957.13,20047.93,12926.3,23713.92
1980-09-29,126417.46,51274.5,14841.8,21516.48,13728.64,26416.94
1980-09-30,132115.86,55372.81,15484.4,21650.45,14059.25,27092.76
1980-10-01,136903.67,59552.67,15579.32,21016.53,14164.58,27181.54
1980-10-02,137107.52,60473.28,15241.5,21574.8,12724.11,27745.57
1980-10-03,132318.35,57620.72,15074.76,22117.18,12549.42,25909.6
1980-10-04,127739.54,53546.27,14678.41,21716.1,12084.45,25714.31
1980-10-05,124309.14,50461.95,14927.85,21080.91,12556.51,25337.72
1980-10-06,127094.17,50062.77,15079.12,23135.78,13030.75,25785.74
1980-10-07,128017.09,52536.01,15113.76,22214.21,13469.5,25138.79
1980-10-08,127890.38,53297.07,14784.69,22211.64,13583.27,24053.95
1980-10-09,123460.21,52522.64,14551.81,21685.33,13164.65,23698.78
1980-10-10,116999.22,47893.53,13977.19,21542.15,12927.42,22792.05
1980-10-11,106854.05,40885.42,13594.43,19937.49,11808.56,21884.89
1980-10-12,107216.14,40818.91,13730.7,20160.96,12120.44,21711.51
1980-10-13,104611.42,40355.48,12038.85,20782.23,12390.27,20846.72
1980-10-14,104206.85,39623.77,12222.2,21780.67,12437.81,19676.53
1980-10-15,102230.19,39064.54,11988.86,22141.89,12350.26,17754.9
1980-10-16,101444.41,39423.2,12192.62,22348.2,12487.62,15720.43
1980-10-17,102540.18,39831.04,12291.71,22581.02,13017.91,15809.16
1980-10-18,98890.07,38450.2,11873.69,20655.02,12375.95,15584.7
1980-10-19,98581.9,38730.27,11712.46,20203.87,12153.71,15859.88
1980-10-20,103107.06,41009.54,12073.67,21543.13,12338.69,17139.8
1980-10-21,103770.64,41301.03,12050.23,21916.37,12266.91,17328.1
1980-10-22,104394.56,41095.63,12119.74,23509.61,12317.17,17348.75
1980-10-23,105154.4,40806.58,12431.45,23553.35,12579.12,17141.97
1980-10-24,106400.97,41215.26,12437.29,22988.76,13304.79,17337.81
1980-10-25,100516.59,39120.36,11995.09,20724.08,12354.12,17102.39
1980-10-26,99989.04,38366.37,12144.94,20967.9,12292.28,17823.97
1980-10-27,102541.02,39350.47,12217.35,22910.77,12822.22,16073.3
1980-10-28,103520.47,39768.16,12401.61,23225.85,13571.97,15987.67
1980-10-29,103969.48,40198.73,12313.6,22646.18,13373.18,16136.51
1980-10-30,103242.28,40702.33,12182.09,22377.07,12801.73,16100.65
1980-10-31,103691.48,41337.73,12190.94,22415.9,12449.69,16306.91
1980-11-01,101020.92,39372.34,11891.85,21716.92,12225.11,15956.67
1980-11-02,100397.88,39174.45,11977.35,20955.0,12272.32,16357.07
1980-11-03,104711.66,40732.36,12208.41,22400.07,12811.08,16648.28
1980-11-04,105566.86,41471.89,12337.75,22017.87,12948.72,17393.38
1980-11-05,105248.6,42614.15,12303.13,21241.02,12415.72,17973.13
1980-11-06,104914.41,40788.87,12242.69,21725.41,12448.23,18133.56
1980-11-07,104424.21,40595.32,12137.05,22064.82,12491.55,17866.87
1980-11-08,100301.13,38615.3,12015.1,21414.08,12047.92,17043.8
1980-11-09,100538.29,38282.78,12003.82,21805.89,12295.46,16564.45
1980-11-10,106106.8,40117.54,12266.22,24070.84,12789.02,17280.1
1980-11-11,102653.79,39287.31,12332.66,23346.49,12777.34,16672.15
1980-11-12,105989.24,39964.55,12314.95,25522.39,12761.06,16990.83
1980-11-13,106900.29,40187.81,12636.95,26675.24,13306.86,16361.26
1980-11-14,110034.38,40668.21,12951.79,26475.52,14149.29,16036.62
1980-11-15,105692.52,38824.88,12785.23,24481.18,13925.95,15872.89
1980-11-16,105976.84,39021.05,12763.19,24891.8,14033.57,16254.23
1980-11-17,111570.63,40996.58,13269.38,26246.29,14755.72,16631.53
1980-11-18,109743.04,41334.92,13267.53,24305.17,14333.15,16752.59
1980-11-19,107921.16,40926.15,13097.36,23294.53,14136.54,16693.37
1980-11-20,107874.64,41198.17,12966.67,23653.75,13916.68,16568.27
1980-11-21,107150.27,40695.25,12937.74,23402.18,13949.42,16384.36
1980-11-22,102728.78,38795.37,12617.68,23471.09,13146.29,15814.63
1980-11-23,104333.5,38355.66,12546.98,24464.54,13163.42,15802.9
1980-11-24,108294.33,39530.4,12937.63,26275.02,14213.3,16239.78
1980-11-25,110798.97,40633.84,13225.86,26200.85,14742.46,16415.97
1980-11-26,110734.76,41568.25,13489.61,25897.28,14559.18,16721.87
1980-11-27,103131.11,37577.44,12466.12,23894.3,13904.8,15566.58
1980-11-28,108676.67,41165.58,13185.32,24820.22,14175.76,16446.74
1980-11-29,104564.77,39123.4,12475.99,24067.88,13129.31,15785.6
1980-11-30,103877.12,38895.44,12531.29,23866.88,12877.96,15786.05
1980-12-01,111455.07,40373.36,13301.71,27155.65,14194.89,16511.03
1980-12-02,112546.16,40232.75,13628.49,27575.26,14905.94,16490.05
1980-12-03,109983.63,40495.65,12924.81,25802.66,14512.19,16515.31
1980-12-04,110337.12,41127.82,12752.79,26962.63,13830.01,16450.12
1980-12-05,110357.48,39500.79,13136.12,27731.1,13803.65,16319.21
1980-12-06,109044.64,39324.43,13291.99,27786.02,13607.73,15532.62
1980-12-07,112142.64,39726.22,13529.44,29830.54,14176.94,15684.15
1980-12-08,117634.54,41887.44,14192.93,30235.61,14881.55,16647.27
1980-12-09,116762.84,42094.99,14255.24,28750.8,14886.14,17072.3
1980-12-10,116233.16,41912.32,14087.09,28458.48,14927.3,17145.21
1980-12-11,112705.26,41300.95,13844.44,26392.04,14404.51,16933.22
1980-12-12,112184.78,41614.17,13602.47,26215.17,14003.83,16791.94
1980-12-13,106103.84,39251.07,13302.33,24774.42,13509.24,15296.24
1980-12-14,107591.52,39192.51,13250.37,25826.82,13735.44,15753.38
1980-12-15,110212.1,41396.98,13606.54,24787.35,14064.11,16551.77
1980-12-16,107721.29,41546.55,13139.56,23104.91,13407.6,16558.88
1980-12-17,107618.68,41016.77,13112.8,24258.14,13236.44,16631.06
1980-12-18,107952.59,40183.97,13151.3,25437.71,13427.03,16500.2
1980-12-19,110215.49,39738.12,13268.29,27404.54,14506.67,16425.64
1980-12-20,108528.69,38497.73,12876.87,26636.13,14601.46,16116.64
1980-12-21,106372.87,38540.09,12961.72,24893.36,14098.03,16100.33
1980-12-22,108406.93,40036.84,13135.32,24538.92,14194.83,16664.84
1980-12-23,107707.67,39932.93,13007.38,24817.28,13885.44,16546.09
1980-12-24,110500.62,40610.91,13321.25,25565.87,14596.13,16621.91
1980-12-25,104169.63,37986.36,12737.42,24013.53,14382.22,15407.43
1980-12-26,106894.51,41050.22,12761.53,22963.58,13558.39,16638.08
1980-12-27,101409.57,38651.42,12284.24,21886.63,12786.02,15801.26
1980-12-28,102310.6,38746.44,12372.82,22792.99,12654.62,15743.72
1980-12-29,107756.06,40347.63,12819.71,24951.72,13637.53,16406.85
1980-12-30,108296.44,40710.59,12994.01,24250.34,13846.31,16602.28
1980-12-31,107468.98,40819.73,12942.18,23549.63,13557.77,16599.67
1981-01-01,99834.02,36938.89,12118.77,24012.96,13004.5,16007.06
1981-01-02,106679.95,39963.76,12639.45,26168.42,13853.57,16428.23
1981-01-03,102450.03,37739.97,12495.25,24406.88,13441.12,15959.49
1981-01-04,103542.62,37800.34,12646.27,24424.87,13494.46,15963.32
1981-01-05,108041.52,39563.62,12827.04,27205.44,13914.41,16448.05
1981-01-06,108499.31,39372.22,12923.92,27353.82,14102.84,16766.66
1981-01-07,108829.19,39872.07,13008.53,27554.68,14251.81,16826.56
1981-01-08,110481.96,40926.64,12903.93,27792.53,14142.26,17102.89
1981-01-09,111140.65,40892.33,13038.51,26946.99,14132.19,17279.84
1981-01-10,103597.97,37707.18,12755.58,24293.4,13776.22,16150.68
1981-01-11,102868.46,37295.27,12660.67,24138.36,13745.64,16119.2
